Date,Open,High,Low,Close,Adj Close,Volume
2018-05-15,130.559998,131.399994,129.899994,131.100006,130.693222,5532300
2018-05-16,131.089996,131.399994,130.539993,130.889999,130.483871,5124200
2018-05-17,130.580002,130.800003,129.610001,129.929993,129.734985,4911700
2018-05-18,129.619995,130.339996,129.070007,129.929993,129.734985,6082700
2018-05-21,130.949997,131.509995,129.990005,130.660004,130.463898,5591800
2018-05-22,131.000000,131.779999,130.500000,130.710007,130.513824,6645500
2018-05-23,130.059998,131.910004,129.800003,131.880005,131.682068,6545200
2018-05-24,131.820007,132.210007,130.500000,131.889999,131.692047,5977200
2018-05-25,131.880005,132.100006,130.929993,131.279999,131.082962,7509600
2018-05-29,130.389999,131.050003,129.059998,129.690002,129.495361,10367200
2018-05-30,130.199997,131.100006,129.869995,130.639999,130.443924,10631300
2018-05-31,130.649994,131.580002,129.979996,130.720001,130.523804,11086000
2018-06-01,131.839996,132.509995,130.360001,130.850006,130.653625,8302700
2018-06-04,131.940002,133.570007,131.429993,133.070007,132.870285,7158200
2018-06-05,133.380005,133.619995,132.699997,133.559998,133.359543,6198200
2018-06-06,134.000000,136.309998,133.610001,136.279999,136.075470,8065800
2018-06-07,136.360001,136.580002,133.050003,133.839996,133.639130,8309200
2018-06-08,133.440002,134.919998,133.229996,134.740005,134.537781,5261000
2018-06-11,134.899994,135.190002,133.809998,133.910004,133.709030,7988700
2018-06-12,134.039993,135.130005,133.539993,134.860001,134.657593,5743300
2018-06-13,135.179993,135.770004,134.309998,134.399994,134.198288,4881600
2018-06-14,134.960007,135.699997,134.750000,135.000000,134.797379,6464100
2018-06-15,135.100006,135.729996,134.000000,135.100006,134.897247,10044500
2018-06-18,134.369995,136.309998,134.119995,136.199997,135.995575,8713300
2018-06-19,134.559998,135.240005,133.570007,135.110001,134.907227,6557600
2018-06-20,135.520004,136.690002,135.500000,135.500000,135.296631,7192000
2018-06-21,135.270004,136.119995,134.259995,134.529999,134.328094,8689800
2018-06-22,135.600006,135.850006,134.259995,135.330002,135.126892,6031900
2018-06-25,134.910004,134.910004,129.529999,130.929993,130.733490,10086200
2018-06-26,132.110001,133.789993,131.610001,132.550003,132.351059,7733900
2018-06-27,133.009995,133.660004,131.009995,131.020004,130.823364,7282100
2018-06-28,131.000000,133.119995,130.649994,132.740005,132.540787,6576500
2018-06-29,133.279999,134.190002,132.449997,132.449997,132.251205,7259000
2018-07-02,131.960007,133.050003,131.149994,132.500000,132.301132,7554400
2018-07-03,133.009995,133.410004,131.419998,131.449997,131.252716,3621600
2018-07-05,132.130005,133.330002,131.830002,133.289993,133.089951,4729300
2018-07-06,133.580002,134.279999,132.500000,134.089996,133.888748,4839800
2018-07-09,134.940002,135.970001,134.789993,135.520004,135.316605,8960700
2018-07-10,135.570007,137.330002,135.339996,136.690002,136.484848,6561900
2018-07-11,136.630005,138.809998,136.600006,138.149994,137.942657,10648700
2018-07-12,139.009995,139.949997,138.660004,139.899994,139.690033,11816100
2018-07-13,139.789993,140.029999,137.539993,139.419998,139.210754,7865700
2018-07-16,139.419998,139.550003,138.160004,138.460007,138.252197,4969900
2018-07-17,138.179993,139.910004,137.419998,139.639999,139.430420,5412600
2018-07-18,139.910004,141.169998,139.369995,140.899994,140.688522,7008600
2018-07-19,140.949997,140.990005,139.929993,140.130005,139.919693,7937000
2018-07-20,140.000000,141.470001,139.919998,140.990005,140.778397,7153600
2018-07-23,140.660004,140.970001,139.639999,140.029999,139.819839,7723600
2018-07-24,140.990005,141.470001,139.509995,140.029999,139.819839,8336700
2018-07-25,140.339996,142.770004,139.899994,142.639999,142.425919,8376000
2018-07-26,141.610001,142.789993,139.529999,142.500000,142.286133,10520800
2018-07-27,143.080002,143.139999,139.210007,140.710007,140.498825,7014900
2018-07-30,140.130005,140.419998,135.309998,136.479996,136.275162,12812400
2018-07-31,137.130005,138.020004,135.630005,136.740005,136.534775,7683300
2018-08-01,137.740005,138.740005,137.410004,138.250000,138.042511,7087700
2018-08-02,137.449997,139.190002,137.000000,138.919998,138.711502,12300000
2018-08-03,139.289993,139.860001,137.940002,139.820007,139.610153,4617500
2018-08-06,139.649994,140.259995,139.050003,139.710007,139.500320,5143000
2018-08-07,139.979996,140.690002,139.869995,140.279999,140.069458,10034500
2018-08-08,139.979996,140.990005,139.830002,140.679993,140.468857,5389500
2018-08-09,140.729996,141.240005,139.899994,140.009995,139.799866,5678700
2018-08-10,139.880005,140.740005,139.250000,139.729996,139.520279,6523500
2018-08-13,140.529999,141.240005,139.830002,140.210007,139.999573,4817500
2018-08-14,140.300003,140.990005,139.880005,140.759995,140.548737,5888700
2018-08-15,140.350006,140.690002,138.839996,139.919998,139.710007,5288400
2018-08-16,141.070007,141.490005,140.419998,140.649994,140.649994,5931700
2018-08-17,140.779999,141.710007,140.570007,141.330002,141.330002,7699600
2018-08-20,141.539993,141.600006,140.699997,140.940002,140.940002,4662200
2018-08-21,141.000000,141.460007,139.800003,140.039993,140.039993,6854300
2018-08-22,139.850006,141.529999,139.850006,141.139999,141.139999,4191700
2018-08-23,141.009995,142.449997,140.770004,142.100006,142.100006,4426800
2018-08-24,142.320007,144.380005,142.320007,144.199997,144.199997,5714000
2018-08-27,144.990005,145.600006,144.710007,145.399994,145.399994,7194900
2018-08-28,145.630005,146.169998,144.869995,145.199997,145.199997,4925700
2018-08-29,145.460007,147.300003,145.419998,147.029999,147.029999,5192900
2018-08-30,146.820007,147.710007,146.360001,146.740005,146.740005,7804600
2018-08-31,146.740005,147.639999,146.500000,146.889999,146.889999,5786600
2018-09-04,146.929993,147.860001,146.669998,147.800003,147.800003,7638100
2018-09-05,147.000000,147.820007,142.550003,142.669998,142.669998,11363400
2018-09-06,143.289993,144.699997,142.539993,144.500000,144.500000,9589200
2018-09-07,143.990005,144.440002,142.750000,143.199997,143.199997,13626200
2018-09-10,144.130005,144.440002,143.210007,144.080002,144.080002,5362700
2018-09-11,143.460007,145.520004,143.250000,145.490005,145.490005,9895900
2018-09-12,145.850006,146.800003,145.070007,146.570007,146.570007,6964100
2018-09-13,147.149994,148.070007,147.089996,147.630005,147.630005,5803400
2018-09-14,147.910004,148.369995,147.350006,147.839996,147.839996,4928300
2018-09-17,147.830002,147.899994,145.830002,146.179993,146.179993,7708600
2018-09-18,146.199997,148.089996,145.949997,147.630005,147.630005,5692100
2018-09-19,148.279999,148.820007,147.250000,147.419998,147.419998,7432300
2018-09-20,147.990005,149.490005,147.199997,149.240005,149.240005,7172700
2018-09-21,149.949997,150.259995,149.350006,150.050003,150.050003,15628100
2018-09-24,149.160004,149.649994,147.270004,149.110001,149.110001,6706700
2018-09-25,149.710007,149.960007,149.100006,149.580002,149.580002,4230700
2018-09-26,150.000000,150.419998,149.039993,149.270004,149.270004,5852400
2018-09-27,149.899994,150.639999,149.559998,150.020004,150.020004,5868500
2018-09-28,149.809998,150.369995,149.550003,150.089996,150.089996,6032700
